created_at,description,favorites,followers,friends,id,location,name,party,screen_name,statuses
Wed May 20 20:46:25 +0000 2009,U.S. House Committee on Natural Resources,37.0,13305.0,3613.0,41445718.0,"Washington, D.C.",Natural Resources,gop,NatResources,5991.0
Tue May 05 13:18:55 +0000 2009,Proudly representing the Sixth Congressional District of Virginia in the U.S. House of Representatives. Chair of @HouseJudiciary. #VA06 #HJC114,172.0,13637.0,294.0,37920978.0,"Roanoke, VA",Bob Goodlatte,gop,RepGoodlatte,3049.0
Sat May 02 00:52:48 +0000 2009,"I am proud to represent Florida's 25th Congressional District and serve on @HouseAppropsGOP as Transportation, Housing + Urban Development Subcommittee Chair",0.0,15509.0,160.0,37094727.0,"Florida & Washington, DC",Mario Diaz-Balart,gop,MarioDB,2318.0
Fri May 01 18:31:38 +0000 2009,"Merchant Marine, Teacher, State Rep, State Senator and finally Congressman for all Alaska for the last 40 years.",0.0,8253.0,370.0,37007274.0,"Ft. Yukon, AK",Rep. Don Young,gop,repdonyoung,839.0
Mon Apr 27 19:14:48 +0000 2009,"Transportation & Infrastructure Committee:
Aviation, Maritime, Highway, Transit, Railroad, Pipeline, Hazmat, Water Resource http://t.co/s7qLu5eKlw",269.0,11785.0,705.0,35829796.0,"Washington, D.C.",Chairman Shuster,gop,Transport,3882.0
Wed Apr 22 17:46:22 +0000 2009,"Proudly representing the 19th District of Texas, which stretches across 29 counties in West Texas and the Big Country.",104.0,10300.0,3010.0,34340464.0,"Lubbock, TX",Randy Neugebauer,gop,RandyNeugebauer,3567.0
Tue Apr 21 17:43:28 +0000 2009,I am proud to represent Alabama's Third Congressional District.,0.0,11319.0,2820.0,33977070.0,"Washington, D.C./Anniston, AL",Mike Rogers,gop,RepMikeRogersAL,2141.0
Mon Apr 20 20:43:13 +0000 2009,"Husband, Father, and Conservative Republican Congressman from       Central Florida #FL15 Hillsborough and Polk Counties. http://t.co/ppCnN4TrEx",17.0,8297.0,1256.0,33655490.0,"Lakeland, FL",Dennis Ross,gop,RepDennisRoss,11646.0
Thu Apr 16 17:31:34 +0000 2009,Proudly serving the people of Oregon's Second Congressional District.,0.0,11114.0,167.0,32010840.0,Oregon,Rep. Greg Walden,gop,repgregwalden,1287.0
Wed Apr 08 17:20:43 +0000 2009,,3.0,10703.0,5131.0,29766367.0,"Washington, DC",Rep. Sam Graves,gop,RepSamGraves,6714.0
Wed Apr 01 19:41:43 +0000 2009,"Republican Rep. for MI's 4th District, Chairman of the House Ways and Means Committee - http://t.co/yQxb7PYzBm",1.0,16436.0,6271.0,28176898.0,4th District and D.C.,Dave Camp,gop,RepDaveCamp,1747.0
Mon Mar 30 16:42:39 +0000 2009,I represent the citizens of North Carolina’s 10th District in the United States Congress.,3.0,14475.0,3913.0,27676828.0,"Cherryville, NC",Patrick McHenry,gop,PatrickMcHenry,2471.0
Thu Mar 26 15:50:58 +0000 2009,Congressman Walter B. Jones represents the Third Congressional District of North Carolina #NC03,30.0,11992.0,153.0,26778110.0,Eastern North Carolina,Rep. Walter Jones,gop,RepWalterJones,1279.0
Wed Mar 25 03:54:11 +0000 2009,News from Congressman Michael McCaul (R-TX 10) and his Press Office,15.0,7979.0,239.0,26424123.0,DC; Austin to Houston,Michael McCaul,gop,RepMcCaul,1088.0
Mon Mar 23 17:56:32 +0000 2009,"Congressman for Florida’s 12th Congressional District, Committees: @HouseCommerce @HouseVetAffairs",35.0,11138.0,1186.0,26051676.0,"Palm Harbor, Fla.",Gus Bilirakis,gop,RepGusBilirakis,3030.0
Wed Mar 18 15:05:42 +0000 2009,"Congressman from Florida's 8th district, representing the Space and Treasure Coasts",4.0,8991.0,928.0,25086658.0,"Rockledge, FL",Bill Posey,gop,congbillposey,1124.0
Mon Mar 16 21:27:49 +0000 2009,Representing Arizona's Eighth Congressional District.,124.0,16130.0,1245.0,24773493.0,"Peoria, AZ",Rep. Trent Franks,gop,RepTrentFranks,1225.0
Mon Mar 16 17:54:52 +0000 2009,I proudly represent the people of Texas' 32nd Congressional District and serve as the Chairman of the House Committee on Rules.,170.0,14839.0,771.0,24735461.0,,Pete Sessions,gop,PeteSessions,3525.0
Fri Mar 13 14:54:29 +0000 2009,"Proud father, happy husband, Jeffersonian Republican. TX Congressman: Let Texans Run Texas.",1.0,6527.0,560.0,24183358.0,"Houston, TX",John Culberson,gop,CongCulberson,1207.0
Thu Mar 12 16:19:18 +0000 2009,Proudly representing the 24th Congressional District of Texas | Member of @WaysandMeansGOP and @EdWorkforce Committees,8.0,12486.0,2211.0,23976316.0,"Irving and Washington, D.C.",Kenny Marchant,gop,RepKenMarchant,4608.0
Thu Mar 12 15:44:41 +0000 2009,Proudly represent Florida's 17th District in the U.S. House of Representatives. Husband & father of 3 sons. RT ≠ endorsement.,10.0,13531.0,3940.0,23970171.0,Florida,Tom Rooney,gop,TomRooney,2627.0
Wed Mar 11 03:02:52 +0000 2009,Devoted husband. Loving father. Principled conservative.,129.0,11304.0,403.0,23712174.0,"Pearl, Mississippi",Gregg Harper,gop,GreggHarper,2265.0
Fri Mar 06 21:54:25 +0000 2009,Proudly serving and representing the Fourth District of Oklahoma in the U.S. House of Representatives. Engage with #OK04,42.0,6616.0,90.0,23124635.0,Oklahoma,Rep. Tom Cole,gop,TomColeOK04,552.0
Fri Mar 06 19:06:28 +0000 2009,"Follow the House of Representatives Committee on Science, Space, and Technology 
http://t.co/Gt7zvtLOsH",0.0,6850.0,132.0,23103488.0,Washington D.C.,"Sci,Space,&Tech Cmte",gop,HouseScience,872.0
Wed Mar 04 20:44:59 +0000 2009,Proud to represent the people of Wyoming in the U.S. House of Representatives.,0.0,10624.0,6189.0,22831059.0,Wyoming and Washington D.C.,Rep. Cynthia Lummis,gop,CynthiaLummis,1276.0
Mon Mar 02 22:30:20 +0000 2009,Official Twitter Account for U.S. Representative Ken Calvert (CA-42),3.0,5054.0,227.0,22545491.0,"Corona, CA ",Ken Calvert,gop,KenCalvert,2523.0
Mon Mar 02 20:10:20 +0000 2009,The Republican Study Committee (RSC) is the Conservative caucus in the House of Representatives. Chaired by Rep. Bill Flores (TX-17) @RepBillFlores,8.0,18118.0,1525.0,22528309.0,"Washington, D.C.",RSC,gop,RepublicanStudy,5525.0
Mon Mar 02 20:04:02 +0000 2009,Member of Congress and Chairman of the House Transportation & Infrastructure Committee. Proudly representing the people of PA's 9th district.,4.0,11206.0,839.0,22527499.0,"Hollidaysburg, PA",Bill Shuster,gop,RepBillShuster,2483.0
Mon Mar 02 17:39:00 +0000 2009,"I work for CA-49 and I'm the House GOP's chief watchdog.  I also greatly enjoy an #OPEN, accessible & uncensored internet.",836.0,184194.0,35826.0,22509548.0,"Vista, CA & Washington, DC",Darrell Issa,gop,DarrellIssa,19295.0
Mon Mar 02 17:30:34 +0000 2009,House Committee on Oversight and Government Reform - Republicans,18.0,20566.0,4893.0,22508473.0,Washington D.C.,GOP Oversight,gop,GOPoversight,5105.0
Thu Feb 26 20:14:28 +0000 2009,"Member of Congress, representing the first district of Texas which encompasses over 12 counties stretching nearly 120 miles down the eastern border of Texas.",0.0,42293.0,403.0,22055226.0,,Louie Gohmert,gop,replouiegohmert,3086.0
Mon Feb 09 21:05:19 +0000 2009,U.S. Congressman,0.0,15540.0,10956.0,20467163.0,Florida's 16th District,Rep. Vern Buchanan,gop,VernBuchanan,1705.0
Fri Feb 06 01:48:11 +0000 2009,"Member of Congress, FL-04",1.0,8281.0,202.0,20209807.0,"Washington, D.C.",Ander Crenshaw,gop,AnderCrenshaw,843.0
Thu Feb 05 21:46:45 +0000 2009,The House Armed Services Committee Republicans; Twitter feed of the latest committee news and updates,2.0,9566.0,721.0,20192403.0,"Washington, DC",HASC Republicans,gop,HASCRepublicans,1896.0
Wed Feb 04 13:40:57 +0000 2009,The Latest in News from US Congressman Pete Olson and Capitol Hill,47.0,4840.0,1580.0,20053279.0,"Washington, DC / Houston, TX",RepPeteOlson,gop,OlsonPressShop,3393.0
Wed Feb 04 00:11:56 +0000 2009,I represent Illinois’ 6th Congressional District in the US House. I serve on the Ways and Means Committee and the Select Committee on Benghazi.,144.0,14658.0,4458.0,20015903.0,"Wheaton, IL",Peter Roskam,gop,PeterRoskam,3830.0
Mon Feb 02 20:30:20 +0000 2009,I represent the 6th Congressional District of Texas.,3.0,14391.0,102.0,19929362.0,"Texas and Washington, DC",Joe Barton,gop,RepJoeBarton,1256.0
Mon Feb 02 19:57:06 +0000 2009,Dad. Husband. Chairman of House W&M Health Subcommittee and Joint Economic Committee. Deputy Whip. Loves: Baseball and Texas.,382.0,13154.0,347.0,19926675.0,"The Woodlands, Texas",RepKevinBrady,gop,RepKevinBrady,7423.0
Thu Jan 29 22:28:48 +0000 2009,I serve as Majority Leader and Representative of California's 23rd district in the U.S. House of Representatives. Follow me on Facebook: https://t.co/y9pvnqlAnR,196.0,56428.0,1282.0,19739126.0,California,Kevin McCarthy,gop,GOPLeader,5290.0
Wed Jan 28 15:54:00 +0000 2009,Proud to represent the 2nd District of Kansas. Vice Chair of the House Republican Conference. CPA.,45.0,13897.0,4665.0,19658173.0,Topeka,Lynn Jenkins,gop,RepLynnJenkins,4181.0
Fri Jan 23 19:04:01 +0000 2009,Member of Congress representing Colorado's 6th District; Marine Corps combat veteran; 30 Rock fan. RTs/follows do not mean endorsement.,0.0,13928.0,1310.0,19407835.0,"Aurora, CO or Washington D.C.",Rep. Mike Coffman,gop,RepMikeCoffman,1657.0
Sun Jan 18 08:35:01 +0000 2009,U.S. Congressman representing CA-48.  Former speechwriter for President Reagan. Surfer and father of 8 year old triplets.,43.0,15765.0,356.0,19139963.0,"Huntington Beach, CA",Dana Rohrabacher,gop,DanaRohrabacher,9629.0
Wed Jan 14 04:54:58 +0000 2009,I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District. #PA05,32.0,9672.0,919.0,18967498.0,"Howard, Pennsylvania ",Glenn 'GT' Thompson,gop,CongressmanGT,3690.0
Mon Jan 12 21:31:25 +0000 2009,Office of Representative Paul Ryan. Staff updates on Paul’s work for Wisconsin and House Ways and Means Committee.  Follow Paul himself @PRyan.,1.0,426836.0,1.0,18916432.0,"Janesville, WI",Paul Ryan,gop,RepPaulRyan,1384.0
Fri Jan 09 16:14:19 +0000 2009,U.S. Representative for the First Congressional District of Nebraska,0.0,9965.0,2154.0,18805303.0,"Lincoln, NE / Washington, D.C.",Jeff Fortenberry,gop,JeffFortenberry,1442.0
Thu Jan 08 18:29:58 +0000 2009,"Husband, Father of two young daughters, Small Businessman and Soldier. Congressman - 4th District (PA).",3.0,5102.0,2450.0,18773159.0,,RepScottPerry,gop,RepScottPerry,1593.0
Fri Jan 02 23:08:57 +0000 2009,"Fighting to control spending & tax increases while advancing the principles of family, free enterprise, and freedom.",19.0,12120.0,785.0,18566912.0,"Washington, D.C.",Jeb Hensarling,gop,RepHensarling,597.0
Sun Dec 21 02:49:32 +0000 2008,Representing New York's 2nd Congressional District,41.0,19198.0,97.0,18277655.0,"Seaford, New York",Rep. Pete King,gop,RepPeteKing,1963.0
Tue Dec 16 17:20:24 +0000 2008,Proudly serving Ohio's beautiful fourth district.,0.0,19690.0,5231.0,18166778.0,"Washington, D.C. ",Rep. Jim Jordan,gop,Jim_Jordan,1192.0
Wed Dec 10 21:00:58 +0000 2008,"I'm a U.S. Congressman in the 31st District Texas, Chairman of the Homeland Security Appropriations Subcommittee and a former Texas Judge.",34.0,10816.0,3037.0,18030431.0,"Washington, DC Round Rock, TX",JudgeCarter,gop,JudgeCarter,4225.0
Mon Dec 08 23:17:15 +0000 2008,"Proudly serving Washington's beautiful 5th District in Congress, Chair of the House Republican Conference. Mom of three.",333.0,22276.0,5127.0,17976923.0,"Spokane, WA & Washington, DC",CathyMcMorrisRodgers,gop,cathymcmorris,3761.0
Fri Dec 05 12:32:52 +0000 2008,Proudly serving Texas' 27th Congressional District. @GOPoversight @HouseJudiciary @Transport,50.0,7180.0,924.0,17896154.0,"Corpus Christi, TX",Blake Farenthold,gop,farenthold,3801.0
Tue Dec 02 04:59:53 +0000 2008,"United States Congressman (UT-3). Chairman, Oversight & Government Reform. Tweets come from me, not my staff.",1.0,84152.0,19868.0,17800215.0,Utah/Washington D.C.,Jason Chaffetz,gop,jasoninthehouse,5375.0
Fri Nov 21 20:10:51 +0000 2008,"Todd Rokita, U.S. Representative of the 4th District of Indiana. Chairman of Subcommittee on Early Childhood, Elementary, and Secondary Education.",45.0,10493.0,3397.0,17544524.0,Indiana,Rep. Todd Rokita,gop,ToddRokita,4425.0
Thu Nov 20 15:28:22 +0000 2008,Proudly serving the people of Minnesota's Third Congressional District,19.0,11736.0,2187.0,17513304.0,Minnesota's 3rd Congressional,Rep. Erik Paulsen,gop,RepErikPaulsen,3126.0
Tue Sep 23 19:33:31 +0000 2008,"U.S. House Education and the Workforce Committee: Fiscally Responsible Reforms for Students, Workers, and Retirees. http://t.co/U9AffNCg",1.0,8809.0,597.0,16424044.0,"Washington, D.C.",Ed & Workforce Cmte,gop,EdWorkforce,3010.0
Fri Sep 12 13:30:07 +0000 2008,Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.,6.0,12679.0,1384.0,16256269.0,"Banner Elk, NC",Virginia Foxx,gop,virginiafoxx,2403.0
Tue Sep 02 20:12:26 +0000 2008,Representative of the Eighth Congressional District in Washington State,0.0,9562.0,3034.0,16102244.0,"Auburn, Washington",Dave Reichert,gop,davereichert,1772.0
Thu Aug 14 21:53:40 +0000 2008,"I represent the 21st District of TX in Congress & Chair the Science, Space, and Technology Committee. Join me: http://t.co/Tbx0d5Iq",0.0,12831.0,3559.0,15856366.0,TX21,Lamar Smith,gop,LamarSmithTX21,1071.0
Wed Aug 06 15:25:19 +0000 2008,"Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life",16.0,14023.0,1216.0,15751083.0,"Washington, DC/Lewisville, TX","Michael Burgess, MD",gop,michaelcburgess,3526.0
Fri Jul 25 17:01:16 +0000 2008,I represent the 15th Congressional District of Illinois and Chair the @HouseCommerce Environment & Economy Subcommittee. #tcot,11.0,12280.0,910.0,15600527.0,DC & IL-15,John Shimkus,gop,RepShimkus,7238.0
Fri Jul 11 18:33:24 +0000 2008,Representing #OH5. On the Energy & Commerce Committee. Vice Chairman of the Communications & Technology Subcommittee. Co-Chair of @GOPNMC,272.0,14620.0,5599.0,15394954.0,"ÜT: 41.052377,-82.130057",U.S. Rep. Bob Latta,gop,boblatta,4908.0
Tue Jul 08 18:25:49 +0000 2008,"I represent the First Congressional District of Virginia and serve on
the House Armed Services and Natural Resources Committees. I appreciate your thoughts!",6.0,14685.0,7117.0,15356407.0,"Montross, VA",Rep. Rob Wittman,gop,RobWittman,4329.0
Mon Jun 30 19:41:17 +0000 2008,Proudly serving Michigan's 10th Congressional District,1.0,9040.0,401.0,15281676.0,"Shelby Township, Michigan",Candice Miller,gop,CandiceMiller,572.0
Mon Jun 23 14:41:52 +0000 2008,The United States House of Representatives Republican Conference,66.0,185947.0,10329.0,15207668.0,"Washington, DC",House Republicans,gop,HouseGOP,7352.0
Wed Jun 18 18:32:37 +0000 2008,Representing Virginia's Fourth Congressional District. (Following a group or person does not indicate support or endorsement of their beliefs or opinions.),0.0,13541.0,4949.0,15160884.0,"Chesapeake, Virginia",Randy Forbes,gop,Randy_Forbes,3170.0
Tue Apr 01 14:59:30 +0000 2008,,8.0,62293.0,1367.0,14275291.0,"Miami, Florida",Ileana Ros-Lehtinen,gop,RosLehtinen,15908.0
Mon Jan 28 15:30:34 +0000 2008,"Oldest House committee with jurisdiction over taxes, trade, healthcare, welfare, and social security.",2.0,15666.0,495.0,12788332.0,"Washington, D.C.",Ways and Means ,gop,WaysandMeansGOP,3515.0
Tue Dec 04 15:39:39 +0000 2007,"House Republican Policy Committee, Chaired by Rep. Luke Messer (IN-06), is the principal forum for generating bold and innovative policy initiatives.",0.0,4085.0,2778.0,10840862.0,"Washington, D.C.",GOPpolicy,gop,GOPpolicy,539.0
Wed Jul 25 14:42:33 +0000 2007,Official Twitter account for U.S. House Speaker John Boehner (R-OH),15.0,720928.0,9402.0,7713202.0,"Washington, DC",Speaker John Boehner,gop,SpeakerBoehner,17299.0
Mon Jun 04 19:24:39 +0000 2007,Representative from Georgia's Sixth Congressional District and Chairman of the House Budget Committee.,0.0,23587.0,3096.0,6577802.0,"Washington, D.C. ",Tom Price,gop,RepTomPrice,4592.0
Wed Nov 06 19:38:58 +0000 2013,"David Jolly, Republican Candidate for Congressional District 13 Unparalleled experience and leadership for the people of Pinellas County.",30.0,1840.0,72.0,2178681566.0,"Indian Shores, Fla.",David Jolly,gop,DavidJollyCD13,187.0
Wed Feb 06 19:35:46 +0000 2013,Proudly serving the constituents of the 4th District of Texas.,1.0,1479.0,42.0,1154894353.0,4th District of Texas,Ralph Hall,gop,RalphHallPress,398.0
Fri Jan 04 01:39:09 +0000 2013,"Member, United States Congress, 1995-1997, 2013-2015",438.0,19140.0,3541.0,1059240924.0,"Houston, Texas",Steve Stockman,gop,SteveWorks4You,10002.0
Wed Nov 28 02:33:14 +0000 2012,U.S. Representative for Kentucky's 4th District,260.0,11929.0,556.0,975200486.0,,Thomas Massie,gop,RepThomasMassie,1543.0
Fri Nov 23 16:41:08 +0000 2012,"Congressman for Michigan's 11th district.  Veteran, schoolteacher, small business owner, family farmer, citizen patriot.  I post my votes @ http://t.co/ALznsn3o",69.0,3414.0,1392.0,966442267.0,"Milford, Michigan USA",Kerry Bentivolio,gop,RepKerryB,1053.0
Tue Mar 06 00:12:42 +0000 2012,Campaign Updates and News from Wagner for State Senate campaign,41.0,1645.0,708.0,516005848.0,,Donald P. Wagner,gop,Donald_Wagner,329.0
Mon Oct 31 12:59:01 +0000 2011,"Press office of Former Congressman Doc Hastings, who represented the 4th District of Washington state and served as Chairman of @NatResources.",3.0,3807.0,646.0,402029058.0,Central Washington,Doc Hastings,gop,DocHastings,816.0
Fri Jun 10 02:48:54 +0000 2011,"From the office of Congressman Howard Coble, NC-6",0.0,4237.0,457.0,314335929.0,North Carolina,Howard Coble,gop,HowardCoble,688.0
Wed Jun 01 20:22:57 +0000 2011,"United States Congressman representing the Third District of New Jersey, which includes parts of Burlington and Ocean counties. Proud husband and father of 3.",1.0,5914.0,603.0,309267226.0,"Mount Laurel, NJ",Rep. Jon Runyan,gop,RepJonRunyan,754.0
Thu Jan 13 16:28:13 +0000 2011,Privileged to have represented Florida's 2nd Congressional District in the 112th and 113th Congress.,0.0,8646.0,614.0,237781383.0,U.S. Congress,Steve Southerland,gop,Rep_Southerland,674.0
Wed Jan 12 20:12:13 +0000 2011,"U.S. Representative, 10th District of Virginia",0.0,5258.0,374.0,237418907.0,"Washington, D.C.",Frank Wolf,gop,RepWOLFPress,351.0
Mon Oct 11 01:14:22 +0000 2010,"17th Lieutenant Governor of Arkansas, Former #AR2 Member of Congress, 5th generation Arkansan, @USArmy Reserve Lieutenant Colonel, Husband and Father.",3.0,12098.0,4000.0,201079432.0,"Little Rock, AR",Lt. Gov. Tim Griffin,gop,LtGovTimGriffin,6704.0
Thu Jun 17 17:32:16 +0000 2010,"Host of Something to Think About on @WestwoodOne. @CNN national security contributor. Former Chairman @HouseIntelComm, @FBI agent, and @USarmy veteran.",3.0,8797.0,479.0,156703580.0,"Howell, Michigan",Mike Rogers,gop,RepMikeRogers,1537.0
Fri Jun 11 17:27:20 +0000 2010,"The latest updates, documents, and resources from the House Republican Conference Policy Team.",0.0,2528.0,514.0,154591966.0,,GOP Conf Policy Team,gop,ConfPolicy,230.0
Wed May 26 18:13:38 +0000 2010,The House Republican Health Care Solutions Group #HCSG #GOP,0.0,437.0,26.0,148440851.0,"Washington, DC",Healthcare Solutions,gop,GOP_HCSG,109.0
Tue Feb 16 01:12:14 +0000 2010,Congressman serving Kentucky's 2nd District.,0.0,4678.0,236.0,114607567.0,"Bowling Green, KY",Brett Guthrie,gop,brettguthrie,658.0
Thu Jan 28 14:53:17 +0000 2010,"Official, United States Joint Economic Committee, Republicans;

Visit our website @",3.0,2584.0,476.0,109280446.0,,JEC Republicans,gop,JECRepublicans,5127.0
Tue Sep 29 22:15:34 +0000 2009,"U.S. Congressman, AL-06",0.0,8552.0,2.0,78431501.0,Washington,Spencer Bachus,gop,BachusAL06,532.0
Tue Jul 28 18:43:35 +0000 2009,Republican New Media Caucus,3.0,6153.0,1386.0,60984835.0,"Washington, D.C. ",GOP New Media Caucus,gop,GOPNMC,639.0
Fri Jul 10 22:02:55 +0000 2009,U.S. Senator for Louisiana,0.0,11802.0,1182.0,55677432.0,"Baton Rouge, LA",Bill Cassidy,gop,BillCassidy,2647.0
Tue Jul 07 02:04:34 +0000 2009,RTs do not equal endorsement.  This is my personal Twitter account.  If you have questions about my official activities please visit my website.,13.0,3630.0,424.0,54412900.0,,Devin Nunes,gop,DevinNunes,1447.0
Mon Jun 15 14:03:49 +0000 2009,My #JA4C & personal tweets. I defend #liberty. Also find me at http://t.co/d7JUvsg90F.,15.0,14100.0,2415.0,47341545.0,Michigan's Third District,Justin Amash,gop,justinamash,5709.0
Fri Apr 17 18:17:01 +0000 2009,"Rep. Phil Gingrey, M.D., is a a pro-life OB/GYN physician representing Georgia's 11th Congressional District.",7.0,14104.0,1087.0,32506723.0,"Washington, DC","Rep Phil Gingrey, MD",gop,RepPhilGingrey,1823.0
Thu Apr 02 21:21:51 +0000 2009,"Congressman, 1st Congressional District of SC. Former South Carolina Governor.",1.0,10425.0,1357.0,28423263.0,South Carolina,Mark Sanford,gop,MarkSanford,1613.0
Thu Mar 12 14:04:15 +0000 2009,I represent the great district of IL - 18 in Congress.,328.0,26143.0,900.0,23951197.0,"Peoria, IL",Aaron Schock,gop,aaronschock,2506.0
Wed Feb 04 01:49:08 +0000 2009,"Official Twitter of the Congressional Health Caucus; Rep. Michael C. Burgess, M.D., Co-Chairman (@michaelcburgess) . Tweets from staff",3.0,11984.0,467.0,20020575.0,"Washington, D.C.",Health Caucus,gop,HealthCaucus,1210.0
Mon Jan 12 16:59:54 +0000 2009,"Personal Twitter feed of Texas' 47th Governor. Follow @TeamRickPerry for updates from campaign staff, @TexGov for official state updates.",181.0,272714.0,29518.0,18906561.0,Texas,Rick Perry,gop,GovernorPerry,2595.0
Mon Jan 12 04:57:20 +0000 2009,"Vice Chair and Managing Director, Moelis & Company; former House Majority Leader. Working to build #AnAmericaThatWorks, #AnAmericaThatLeads. Tweets are my own.",34.0,225921.0,8846.0,18891923.0,"Richmond, VA",Eric Cantor,gop,EricCantor,7472.0
Fri Jan 09 19:06:27 +0000 2009,"Former Congressman from Athens, GA",77.0,13637.0,2788.0,18811140.0,"Athens, GA",Paul Broun,gop,PaulBrounMD,1488.0
Mon Dec 22 21:14:05 +0000 2008,Proudly served #NE02 in the U.S. House of Representatives 1999 to 2015.   Omaha City Council 1991-1998.   Lawyer.   #Husker Fan #GBR,53.0,9026.0,560.0,18317325.0,"#Omaha, #Nebraska",Lee Terry,gop,LEETERRYNE,4078.0
Thu Dec 18 16:10:29 +0000 2008,"Wife, mom, foster mom, former tax attorney, small business owner, former Congresswoman.",71.0,233727.0,2874.0,18217624.0,,Michele Bachmann,gop,MicheleBachmann,3173.0
Wed Jul 30 15:37:37 +0000 2008,Former Chairman House Intelligence Committee.  Frequent writer and commentator on intelligence issues and the threat from radical Islam.,2.0,12776.0,895.0,15661604.0,"Holland, MI",Pete Hoekstra,gop,petehoekstra,1435.0
Mon May 26 02:46:17 +0000 2008,"John Culberson: Proud father, happy husband. TX Congressman-Jeffersonian Republican. Let Texans Run Texas. Amateur astronomer",8.0,16822.0,11469.0,14904437.0,Houston TX/Washington DC,johnculberson,gop,johnculberson,3162.0
Sat Jan 26 18:38:31 +0000 2008,U.S. Rep for TX-22,8.0,8614.0,3110.0,12726012.0,"Sugar Land, TX",Pete Olson,gop,PeteOlson,781.0
Fri Nov 09 16:09:46 +0000 2007,Former United States Congressman from Iowa.,32.0,10506.0,1229.0,10102032.0,"Clive, IA",Tom Latham,gop,TomLatham,1349.0
Wed Jan 15 18:53:47 +0000 2014,Proudly representing the people of the 5th District of Massachusetts. Please visit http://t.co/PxctcPxwGe for more information.,48.0,3614.0,3552.0,2293131060.0,,Katherine Clark,dem,RepKClark,888.0
Wed Sep 18 20:03:57 +0000 2013,Tampa Bay's Congresswoman,131.0,1652.0,745.0,1880674038.0,,US Rep Kathy Castor,dem,USRepKCastor,701.0
Wed Jun 19 17:47:09 +0000 2013,"Official Twitter page for Congresswoman Joyce Beatty, representing Ohio's Third Congressional District in the U.S. House of Representatives",83.0,2810.0,879.0,1531521632.0,Ohio's Third District,Joyce Beatty,dem,RepBeatty,1850.0
Tue May 07 16:10:47 +0000 2013,"Official Twitter Account for Congressman Peter Welch, proudly representing the great state of Vermont in the U.S. House of Representatives.",54.0,3462.0,1764.0,1410590874.0,"Vermont and Washington, DC",Rep. Peter Welch,dem,PeterWelch,716.0
Tue Apr 09 19:02:01 +0000 2013,Official Twitter account for Robin Kelly's congressional office.,7.0,1980.0,327.0,1339931490.0,,Robin Kelly,dem,RepRobinKelly,849.0
Thu Mar 14 20:33:03 +0000 2013,Official twitter account for the office of U.S. Senator Tim Kaine of Virginia,19.0,3035.0,205.0,1267940407.0,,Office of Sen. Kaine,dem,SenKaineOffice,430.0
Tue Mar 12 20:27:45 +0000 2013,"Teacher, Football Coach, Command Sgt. Major. Proudly representing Minnesota's First Congressional District.",3.0,2285.0,755.0,1262814457.0,,Tim Walz,dem,RepTimWalz,537.0
Tue Mar 12 14:23:20 +0000 2013,"Tweets from the Office of Senator Brian Schatz, representing the great state of Hawaii.",0.0,4000.0,1339.0,1262099252.0,,Senator Brian Schatz,dem,SenBrianSchatz,208.0
Mon Mar 11 19:04:01 +0000 2013,"Official Twitter account of Rep. Vargas, representing southern San Diego County, all of Imperial County and California's entire US/Mexico border. #CA51",0.0,3074.0,85.0,1260172386.0,"SD/Imperial Counties, CA",Rep. Juan Vargas,dem,RepJuanVargas,440.0
Tue Feb 26 16:12:35 +0000 2013,I am proud to serve the San Fernando Valley in Congress. Follows or RT's do NOT indicate endorsement.,16.0,3642.0,1030.0,1222257180.0,"San Fernando Valley, CA",Rep. Tony Cárdenas,dem,RepCardenas,3334.0
Thu Feb 21 22:59:04 +0000 2013,I am honored to serve the people of Wisconsin's Second District in the U.S. House of Representatives.,6.0,4489.0,1467.0,1206227149.0,"Madison, WI and Washington, DC",U.S. Rep. Mark Pocan,dem,repmarkpocan,1749.0
Wed Feb 06 22:52:35 +0000 2013,"Proudly serving New Jersey's 10th Congressional District; Ranking Member Homeland Security Subcommittee on Emergency Preparedness, Response, and Communications",15.0,2357.0,576.0,1155335864.0,www.facebook.com/DonaldPayneJr,Donald Payne Jr.,dem,RepDonaldPayne,1195.0
Wed Jan 30 23:28:14 +0000 2013,Serving California's 52nd District / Armed Services & Judiciary Committees / @HouseNewDems / Innovation / Science / Environment / Military / Vets / Border,71.0,4332.0,724.0,1135486501.0,"San Diego, Poway, Coronado",Rep. Scott Peters,dem,RepScottPeters,3102.0
Wed Jan 30 14:52:51 +0000 2013,"United States Congressman, husband, father, El Pasoan and @epchihuahuas fan.",443.0,10740.0,10874.0,1134292500.0,"El Paso, TX",Rep. Beto O'Rourke,dem,RepBetoORourke,2330.0
Mon Jan 28 17:56:38 +0000 2013,"Rep. Patrick E. Murphy represents Martin, St. Lucie, and northern Palm Beach counties in the U.S. House of Representatives.",235.0,4397.0,687.0,1128781184.0,Florida 18,Rep. Patrick Murphy,dem,RepMurphyFL,1200.0
Thu Jan 17 20:24:19 +0000 2013,United States Senator from New Mexico,2.0,6321.0,25.0,1099199839.0,,Martin Heinrich,dem,MartinHeinrich,1159.0
